amount,payment_method,merchant_category,device_new,location_change,transaction_time,is_fraud
82917.98,Debit Card,Grocery,0,0,Day,0
79845.39,UPI,Food & Dining,1,1,Day,1
52912.26,Debit Card,Utilities & Bills,1,0,Day,0
13141.43,UPI,Shopping,1,1,Day,0
116958.32,NetBanking,Grocery,0,1,Night,1
180712.58,NetBanking,Utilities & Bills,1,0,Day,0
165930.73,UPI,Grocery,0,0,Night,0
16049.41,UPI,Entertainment,0,1,Day,0
61510.22,Debit Card,Shopping,0,0,Night,0
173337.17,UPI,Luxury Goods,1,0,Day,1
138638.47,UPI,Utilities & Bills,0,1,Day,0
145914.7,Debit Card,Food & Dining,1,0,Day,0
152546.21,NetBanking,Shopping,0,0,Night,0
83387.53,Credit Card,Travel & Transport,1,1,Night,1
29615.82,Credit Card,Gaming,0,0,Day,0
45833.86,Credit Card,Gaming,0,0,Day,0
42291.31,UPI,Healthcare,1,0,Day,0
88874.04,Debit Card,Entertainment,1,1,Night,1
8588.6,NetBanking,Shopping,0,0,Night,0
199101.79,NetBanking,Travel & Transport,0,0,Day,0
39441.84,Debit Card,Fuel,0,0,Day,0
170604.25,NetBanking,Luxury Goods,1,1,Night,1
175666.4,Credit Card,Shopping,1,1,Night,1
158025.45,NetBanking,Fuel,0,1,Night,1
14942.09,UPI,Healthcare,1,0,Day,0
106563.89,UPI,Finance & Investments,0,1,Night,1
80502.32,Credit Card,Education,1,1,Day,1
172974.39,NetBanking,Shopping,0,0,Day,0
69863.15,UPI,Travel & Transport,1,0,Day,0
194144.61,UPI,Gaming,1,0,Night,1
137161.61,Debit Card,Grocery,0,0,Night,0
157172.02,NetBanking,Food & Dining,1,1,Night,1
9850.08,UPI,Fuel,1,1,Day,0
61913.53,NetBanking,Food & Dining,1,0,Day,0
153390.98,NetBanking,Entertainment,1,1,Night,1
179319.23,NetBanking,Gaming,0,0,Day,0
14930.65,UPI,Gaming,1,1,Day,1
65353.82,Credit Card,Food & Dining,0,1,Day,0
121194.49,Debit Card,Travel & Transport,0,1,Day,0
168123.57,NetBanking,Utilities & Bills,0,1,Day,0
17766.57,Debit Card,Gaming,1,1,Night,1
145124.65,NetBanking,Finance & Investments,0,0,Day,0
50798.82,Credit Card,Education,1,1,Night,1
2532.42,UPI,Shopping,0,0,Night,0
34632.2,Credit Card,Luxury Goods,1,0,Day,0
92125.65,NetBanking,Luxury Goods,0,0,Night,1
156144.15,UPI,Shopping,0,0,Night,0
143710.97,NetBanking,Healthcare,1,1,Day,1
55744.25,UPI,Gaming,0,0,Night,1
188541.44,NetBanking,Healthcare,1,1,Day,1
24649.77,Credit Card,Fuel,1,0,Night,0
173939.5,Credit Card,Electronics,1,1,Day,1
90132.01,UPI,Healthcare,1,1,Day,1
6974.92,NetBanking,Travel & Transport,0,0,Night,0
147884.19,UPI,Fuel,0,0,Night,0
153034.69,UPI,Grocery,0,0,Night,0
107881.42,Debit Card,Entertainment,0,1,Day,0
172397.93,UPI,Luxury Goods,0,0,Night,1
199944.94,Credit Card,Entertainment,0,0,Day,0
1831.08,UPI,Luxury Goods,1,0,Night,1
71219.37,UPI,Electronics,0,1,Day,1
100722.66,Credit Card,Entertainment,1,1,Night,1
15197.36,UPI,Travel & Transport,0,0,Day,0
74285.79,NetBanking,Gaming,1,1,Day,1
118371.9,Credit Card,Shopping,0,1,Night,1
10418.86,Debit Card,Finance & Investments,1,1,Day,0
84250.89,Credit Card,Grocery,1,1,Day,1
115641.83,Credit Card,Gaming,1,0,Day,1
1481.18,NetBanking,Entertainment,0,1,Night,0
44177.11,NetBanking,Healthcare,1,1,Night,1
66789.74,NetBanking,Entertainment,1,0,Day,0
81463.19,Credit Card,Utilities & Bills,0,1,Night,1
116101.7,UPI,Subscriptions,0,0,Day,0
191056.43,UPI,Education,1,0,Night,1
108566.25,Credit Card,Finance & Investments,1,1,Day,1
40633.51,NetBanking,Fuel,1,0,Night,0
34367.38,Debit Card,Luxury Goods,1,1,Night,1
133364.95,NetBanking,Food & Dining,1,1,Night,1
195726.11,UPI,Shopping,1,1,Day,1
26889.93,Credit Card,Food & Dining,1,0,Day,0
108769.86,Debit Card,Electronics,1,1,Day,1
71784.77,Debit Card,Healthcare,0,0,Night,0
11817.09,Debit Card,Healthcare,0,0,Night,0
109613.74,Credit Card,Travel & Transport,0,1,Day,0
148602.61,Credit Card,Healthcare,1,1,Night,1
34371.8,Debit Card,Finance & Investments,1,0,Day,0
118299.29,Debit Card,Grocery,1,0,Day,0
5835.92,NetBanking,Grocery,0,0,Day,0
115204.66,Credit Card,Utilities & Bills,1,0,Night,1
96459.41,UPI,Electronics,1,1,Night,1
193237.35,Credit Card,Travel & Transport,1,1,Night,1
30936.34,Credit Card,Travel & Transport,0,0,Day,0
72181.73,NetBanking,Grocery,1,0,Day,0
115852.27,UPI,Electronics,1,0,Night,1
152056.09,NetBanking,Utilities & Bills,1,0,Day,0
85691.56,Debit Card,Subscriptions,0,0,Night,0
137030.76,Debit Card,Electronics,1,1,Day,1
92639.3,NetBanking,Entertainment,1,1,Night,1
121431.5,UPI,Food & Dining,1,0,Day,0
109694.76,Debit Card,Utilities & Bills,0,0,Day,0
146274.35,UPI,Gaming,0,0,Night,1
158389.49,NetBanking,Healthcare,0,1,Night,1
40555.39,NetBanking,Utilities & Bills,1,0,Day,0
180909.08,Credit Card,Luxury Goods,1,0,Night,1
118225.92,NetBanking,Food & Dining,1,1,Night,1
157124.87,Credit Card,Education,0,1,Day,0
82097.02,Debit Card,Travel & Transport,0,0,Day,0
81978.34,UPI,Healthcare,0,1,Night,1
157245.82,NetBanking,Entertainment,0,1,Night,1
151959.99,Debit Card,Luxury Goods,1,0,Night,1
142441.01,NetBanking,Gaming,1,1,Day,1
96029.01,NetBanking,Finance & Investments,1,0,Night,1
63020.38,Credit Card,Travel & Transport,0,0,Day,0
145005.44,Debit Card,Education,1,1,Day,1
23177.94,Debit Card,Finance & Investments,1,1,Day,0
11448.43,Debit Card,Food & Dining,1,0,Day,0
162169.52,Credit Card,Food & Dining,1,0,Night,1
88413.22,UPI,Gaming,1,1,Night,1
163941.01,NetBanking,Utilities & Bills,1,1,Night,1
139540.73,Debit Card,Entertainment,0,1,Night,1
75300.04,NetBanking,Shopping,1,1,Night,1
49601.76,NetBanking,Luxury Goods,1,0,Night,1
50989.83,Credit Card,Subscriptions,1,1,Day,1
164507.57,Credit Card,Electronics,0,1,Day,1
6983.78,Debit Card,Subscriptions,0,1,Day,0
164346.23,UPI,Shopping,1,1,Day,1
12717.78,UPI,Food & Dining,0,0,Day,0
73085.88,Credit Card,Healthcare,0,0,Day,0
194239.48,UPI,Luxury Goods,1,1,Day,1
143889.99,UPI,Fuel,1,1,Night,1
178990.58,UPI,Travel & Transport,1,0,Day,0
116261.65,Credit Card,Entertainment,0,1,Day,0
30913.73,Debit Card,Shopping,1,0,Day,0
104666.97,UPI,Food & Dining,1,1,Day,1
105420.04,Debit Card,Travel & Transport,1,0,Night,1
25628.78,UPI,Gaming,0,1,Day,0
74056.13,Credit Card,Food & Dining,1,1,Night,1
173651.17,Debit Card,Food & Dining,1,1,Night,1
193324.35,NetBanking,Subscriptions,0,1,Night,1
2935.24,NetBanking,Healthcare,1,1,Day,0
172697.81,Credit Card,Travel & Transport,0,1,Night,1
87119.87,NetBanking,Finance & Investments,0,0,Night,0
167566.84,NetBanking,Education,0,0,Night,0
189232.49,Credit Card,Food & Dining,0,0,Day,0
174798.76,Debit Card,Food & Dining,1,0,Day,0
137355.6,Debit Card,Luxury Goods,1,1,Day,1
138995.58,UPI,Shopping,1,0,Day,0
189180.16,UPI,Gaming,1,0,Day,1
45669.94,Credit Card,Utilities & Bills,1,0,Night,0
145832.28,Debit Card,Travel & Transport,1,0,Night,1
38445.76,UPI,Education,1,0,Night,0
110047.38,UPI,Entertainment,1,0,Night,1
165945.2,Credit Card,Gaming,0,1,Day,1
23648.85,NetBanking,Grocery,1,0,Day,0
112485.74,UPI,Entertainment,1,0,Day,0
80985.95,Credit Card,Shopping,0,1,Day,0
4277.95,UPI,Grocery,0,1,Day,0
14454.27,Debit Card,Luxury Goods,1,0,Night,1
104066.09,NetBanking,Healthcare,0,1,Day,0
62972.8,UPI,Finance & Investments,1,1,Night,1
77520.8,Debit Card,Gaming,0,1,Night,1
14410.56,Credit Card,Travel & Transport,0,0,Night,0
105753.34,NetBanking,Subscriptions,0,1,Day,0
174010.27,UPI,Education,1,0,Day,0
126902.72,Credit Card,Fuel,0,0,Night,0
155124.59,UPI,Finance & Investments,0,1,Day,0
92086.94,NetBanking,Shopping,0,0,Day,0
39140.61,UPI,Grocery,1,0,Day,0
73585.58,UPI,Entertainment,1,0,Day,0
191424.57,Credit Card,Finance & Investments,0,0,Day,0
170611.76,UPI,Education,1,1,Day,1
119705.96,Credit Card,Luxury Goods,1,1,Day,1
121594.05,NetBanking,Grocery,0,0,Day,0
56095.71,NetBanking,Finance & Investments,1,1,Day,1
60716.91,Debit Card,Gaming,0,0,Night,1
30120.38,NetBanking,Gaming,0,1,Day,0
94596.9,UPI,Healthcare,1,0,Night,1
95966.86,UPI,Subscriptions,1,0,Day,0
196537.74,Credit Card,Finance & Investments,1,1,Day,1
113719.54,UPI,Luxury Goods,0,1,Night,1
90370.21,NetBanking,Shopping,0,0,Day,0
91680.9,Credit Card,Grocery,1,1,Night,1
178033.85,Credit Card,Travel & Transport,1,0,Night,1
108194.49,Debit Card,Education,0,0,Day,0
87475.54,UPI,Entertainment,1,0,Day,0
157834.51,NetBanking,Food & Dining,1,0,Day,0
103571.36,Debit Card,Gaming,0,1,Day,1
185768.37,Credit Card,Electronics,0,0,Day,0
64588.85,Credit Card,Luxury Goods,0,1,Night,1
143241.42,UPI,Gaming,1,1,Night,1
133768.17,UPI,Grocery,0,0,Night,0
62223.52,Credit Card,Electronics,0,0,Night,1
128322.11,Debit Card,Finance & Investments,1,1,Night,1
78032.31,NetBanking,Gaming,1,0,Night,1
176881.68,Debit Card,Finance & Investments,0,0,Day,0
62429.39,UPI,Healthcare,0,0,Day,0
148480.85,UPI,Utilities & Bills,0,1,Night,1
94279.42,UPI,Shopping,1,0,Day,0
138737.87,Credit Card,Gaming,0,1,Night,1
15800.61,NetBanking,Subscriptions,0,1,Night,0
67834.79,UPI,Gaming,1,1,Night,1
101897.16,NetBanking,Education,1,1,Night,1
193634.65,Debit Card,Travel & Transport,0,1,Day,0
1719.32,NetBanking,Travel & Transport,1,0,Night,0
107159.95,Debit Card,Subscriptions,0,1,Day,0
28980.17,NetBanking,Grocery,0,1,Day,0
175203.81,Debit Card,Finance & Investments,1,0,Day,0
173838.49,Debit Card,Gaming,1,1,Night,1
29527.78,UPI,Electronics,1,0,Night,1
24225.31,Debit Card,Utilities & Bills,1,1,Night,1
184284.35,UPI,Shopping,1,1,Day,1
89652.91,UPI,Electronics,1,1,Night,1
88136.09,NetBanking,Electronics,0,1,Night,1
133381.34,Credit Card,Education,1,1,Night,1
23095.26,Debit Card,Subscriptions,0,1,Day,0
139234.33,UPI,Education,1,0,Night,1
198815.23,Debit Card,Entertainment,1,1,Day,1
170233.66,NetBanking,Luxury Goods,1,0,Day,1
40677.98,UPI,Luxury Goods,0,1,Day,0
95331.39,Credit Card,Electronics,0,1,Night,1
86848.41,UPI,Luxury Goods,1,1,Day,1
129677.77,Credit Card,Utilities & Bills,1,0,Night,1
116833.85,UPI,Grocery,0,0,Day,0
48682.91,NetBanking,Gaming,0,1,Day,0
11970.8,UPI,Luxury Goods,1,1,Night,1
56825.63,Debit Card,Food & Dining,0,1,Night,1
47202.53,NetBanking,Entertainment,0,0,Night,0
149677.41,UPI,Education,0,0,Day,0
153307.08,UPI,Utilities & Bills,1,1,Night,1
172417.71,UPI,Shopping,1,0,Night,1
113737.18,Credit Card,Grocery,0,1,Day,0
145372.79,NetBanking,Utilities & Bills,1,1,Day,1
39202.55,UPI,Subscriptions,1,1,Day,0
119060.57,Debit Card,Utilities & Bills,0,0,Night,0
166239.32,Credit Card,Utilities & Bills,0,1,Day,0
186351.46,NetBanking,Luxury Goods,0,1,Day,1
56513.84,Credit Card,Travel & Transport,0,1,Night,1
134384.91,UPI,Entertainment,1,1,Day,1
178292.93,NetBanking,Travel & Transport,1,1,Night,1
42661.5,UPI,Shopping,0,1,Night,0
162093.53,NetBanking,Utilities & Bills,0,0,Day,0
65240.85,Credit Card,Shopping,0,0,Night,0
20966.25,NetBanking,Subscriptions,1,1,Day,0
136138.06,UPI,Food & Dining,1,0,Night,1
79470.41,NetBanking,Fuel,1,1,Day,1
162650.76,Debit Card,Healthcare,0,1,Day,0
133169.16,Debit Card,Fuel,1,1,Night,1
8403.13,Debit Card,Electronics,1,1,Day,1
63814.75,Debit Card,Utilities & Bills,0,1,Night,1
45941.94,Debit Card,Entertainment,1,0,Day,0
41277.59,Credit Card,Finance & Investments,1,1,Day,0
178232.96,Credit Card,Electronics,0,0,Night,1
623.51,UPI,Grocery,1,0,Day,0
161754.17,Credit Card,Finance & Investments,1,1,Night,1
133617.46,NetBanking,Electronics,0,1,Night,1
52914.76,Credit Card,Finance & Investments,0,0,Day,0
91721.65,Debit Card,Utilities & Bills,1,0,Night,1
25586.15,NetBanking,Grocery,1,1,Night,1
26826.91,Credit Card,Utilities & Bills,0,0,Night,0
171770.84,NetBanking,Gaming,0,1,Night,1
120347.04,NetBanking,Shopping,1,1,Night,1
22544.79,NetBanking,Healthcare,0,1,Night,0
166404.23,Credit Card,Healthcare,0,0,Night,0
189846.58,NetBanking,Finance & Investments,0,0,Night,0
11019.42,NetBanking,Finance & Investments,1,1,Day,0
196524.86,UPI,Gaming,1,1,Day,1
147904.74,UPI,Healthcare,0,0,Night,0
45053.04,NetBanking,Luxury Goods,1,1,Day,1
140849.17,Credit Card,Healthcare,1,1,Night,1
47262.86,Debit Card,Education,1,1,Night,1
76626.21,NetBanking,Fuel,0,1,Day,0
57046.07,UPI,Education,0,0,Night,0
154900.39,Credit Card,Entertainment,0,1,Day,0
19765.26,NetBanking,Fuel,1,0,Day,0
65797.94,UPI,Gaming,1,1,Night,1
186960.41,Debit Card,Fuel,0,1,Night,1
46913.59,UPI,Fuel,0,0,Day,0
88491.94,Credit Card,Entertainment,0,0,Day,0
138766.87,NetBanking,Finance & Investments,1,1,Day,1
107721.73,Credit Card,Subscriptions,0,0,Day,0
72909.15,NetBanking,Utilities & Bills,0,1,Day,0
198058.66,Credit Card,Electronics,0,1,Night,1
117397.26,Debit Card,Healthcare,0,0,Day,0
111237.28,NetBanking,Food & Dining,0,0,Day,0
142807.38,Debit Card,Fuel,0,0,Day,0
153088.0,UPI,Electronics,1,0,Day,1
182762.27,Credit Card,Luxury Goods,1,0,Day,1
143014.37,Debit Card,Utilities & Bills,0,0,Day,0
41850.02,NetBanking,Gaming,0,0,Day,0
172493.58,NetBanking,Luxury Goods,1,0,Night,1
76287.72,Credit Card,Finance & Investments,1,0,Night,1
113751.55,Debit Card,Education,1,1,Day,1
148560.58,Credit Card,Subscriptions,0,1,Night,1
187355.45,UPI,Healthcare,1,1,Night,1
5232.04,UPI,Utilities & Bills,1,0,Night,0
126744.17,NetBanking,Finance & Investments,0,0,Day,0
66416.1,Debit Card,Shopping,0,0,Day,0
91935.97,UPI,Shopping,0,0,Day,0
2133.45,Debit Card,Subscriptions,1,0,Day,0
2602.02,Credit Card,Finance & Investments,1,0,Night,0
170129.52,Debit Card,Subscriptions,0,0,Night,0
176619.84,NetBanking,Utilities & Bills,0,0,Day,0
67603.92,Debit Card,Utilities & Bills,1,0,Day,0
38898.06,Debit Card,Electronics,0,0,Day,0
98958.11,NetBanking,Fuel,0,1,Night,1
15128.11,Credit Card,Luxury Goods,1,0,Night,1
99194.12,Credit Card,Entertainment,1,0,Day,0
152354.35,Debit Card,Healthcare,1,0,Day,0
156005.58,Credit Card,Travel & Transport,0,0,Day,0
111691.77,UPI,Subscriptions,0,0,Night,0
180714.23,UPI,Electronics,1,0,Night,1
30326.32,UPI,Education,1,1,Night,1
131151.92,Debit Card,Fuel,1,0,Day,0
44062.62,Credit Card,Luxury Goods,1,0,Night,1
193302.8,NetBanking,Electronics,1,0,Night,1
114590.41,NetBanking,Electronics,1,0,Night,1
24586.6,NetBanking,Grocery,1,0,Night,0
78754.33,UPI,Shopping,0,0,Night,0
4561.29,UPI,Subscriptions,1,1,Night,1
79341.08,UPI,Fuel,0,1,Day,0
22449.39,NetBanking,Subscriptions,0,0,Night,0
74965.94,Credit Card,Utilities & Bills,1,0,Day,0
153394.12,UPI,Entertainment,1,1,Night,1
11408.31,Credit Card,Healthcare,1,0,Night,0
104073.6,Debit Card,Healthcare,0,0,Night,0
138532.28,UPI,Education,0,0,Night,0
184018.45,UPI,Shopping,1,1,Night,1
194963.63,Credit Card,Food & Dining,0,0,Night,0
190667.31,NetBanking,Electronics,1,0,Day,1
45745.3,Credit Card,Healthcare,0,1,Day,0
143535.0,Debit Card,Electronics,0,0,Night,1
41608.98,UPI,Subscriptions,0,1,Day,0
111592.02,NetBanking,Entertainment,0,0,Day,0
77013.95,Debit Card,Entertainment,1,0,Night,1
182558.39,Debit Card,Subscriptions,0,0,Night,0
58511.22,Debit Card,Food & Dining,1,1,Day,1
24772.72,Debit Card,Shopping,1,1,Day,0
74883.01,Debit Card,Grocery,0,0,Night,0
154658.39,UPI,Luxury Goods,0,0,Day,0
166340.18,NetBanking,Grocery,1,1,Day,1
141461.54,NetBanking,Electronics,0,0,Day,0
105377.52,NetBanking,Food & Dining,0,1,Day,0
175421.24,Credit Card,Shopping,0,1,Night,1
151820.58,NetBanking,Travel & Transport,1,0,Night,1
136558.76,NetBanking,Shopping,1,0,Day,0
60284.28,Credit Card,Shopping,1,0,Night,1
165929.75,UPI,Fuel,1,0,Night,1
145233.67,UPI,Luxury Goods,1,0,Day,1
157311.19,UPI,Subscriptions,1,0,Night,1
90313.03,NetBanking,Finance & Investments,0,0,Night,0
99597.12,NetBanking,Education,1,0,Night,1
28574.35,Credit Card,Gaming,0,1,Day,0
38677.39,Credit Card,Shopping,0,0,Night,0
141486.69,Credit Card,Education,1,1,Night,1
51512.26,Debit Card,Fuel,1,1,Night,1
93708.34,NetBanking,Grocery,1,1,Day,1
134995.21,NetBanking,Food & Dining,0,1,Day,0
95173.01,Credit Card,Healthcare,0,1,Night,1
181918.02,UPI,Travel & Transport,1,1,Night,1
143448.71,NetBanking,Grocery,0,1,Night,1
60557.87,Debit Card,Shopping,1,1,Night,1
93587.26,NetBanking,Grocery,1,0,Day,0
9393.45,NetBanking,Entertainment,1,1,Day,0
187352.27,Credit Card,Electronics,1,1,Night,1
138843.6,Credit Card,Grocery,1,0,Night,1
158084.46,UPI,Grocery,1,1,Night,1
175745.93,UPI,Fuel,1,0,Day,0
94538.14,NetBanking,Electronics,0,1,Night,1
54795.55,NetBanking,Finance & Investments,0,0,Night,0
52601.31,Credit Card,Luxury Goods,0,0,Night,1
83437.98,Debit Card,Luxury Goods,0,0,Day,0
184878.43,Debit Card,Subscriptions,1,0,Night,1
166593.2,Debit Card,Food & Dining,0,1,Night,1
49872.89,Credit Card,Fuel,0,0,Night,0
173927.7,UPI,Finance & Investments,0,1,Night,1
185206.38,UPI,Healthcare,0,1,Day,0
4901.94,Debit Card,Shopping,1,0,Day,0
52459.55,Debit Card,Fuel,0,1,Day,0
120898.07,NetBanking,Luxury Goods,0,0,Night,1
134598.71,UPI,Finance & Investments,0,0,Day,0
190746.56,UPI,Luxury Goods,0,1,Night,1
95840.83,Debit Card,Gaming,0,0,Night,1
106807.37,NetBanking,Luxury Goods,1,0,Day,1
146394.88,NetBanking,Education,1,1,Night,1
104752.0,Credit Card,Luxury Goods,1,1,Day,1
70546.11,UPI,Luxury Goods,0,1,Day,1
134215.41,NetBanking,Utilities & Bills,1,0,Day,0
19895.8,UPI,Travel & Transport,0,0,Night,0
140353.51,Credit Card,Shopping,1,0,Night,1
5084.88,Debit Card,Travel & Transport,1,1,Day,0
193914.53,UPI,Healthcare,1,1,Day,1
199428.72,Credit Card,Travel & Transport,1,0,Night,1
31562.58,UPI,Shopping,0,0,Day,0
198755.15,Credit Card,Gaming,1,0,Night,1
11139.48,Credit Card,Luxury Goods,0,0,Day,0
129731.1,UPI,Shopping,1,1,Night,1
44243.17,Debit Card,Education,1,1,Night,1
148866.51,Credit Card,Fuel,0,1,Night,1
166189.73,Debit Card,Travel & Transport,0,1,Night,1
121742.4,Credit Card,Travel & Transport,1,0,Night,1
92386.16,UPI,Food & Dining,1,0,Day,0
136016.36,NetBanking,Finance & Investments,1,0,Night,1
70902.92,NetBanking,Education,1,0,Day,0
189911.19,UPI,Subscriptions,0,1,Night,1
1663.92,UPI,Gaming,1,1,Night,1
107249.63,NetBanking,Entertainment,1,1,Night,1
134447.75,Credit Card,Electronics,0,0,Night,1
57314.54,Credit Card,Grocery,1,0,Day,0
144288.09,NetBanking,Electronics,0,0,Day,0
54963.92,Credit Card,Grocery,0,0,Night,0
21532.58,NetBanking,Luxury Goods,0,0,Night,0
92488.23,NetBanking,Electronics,0,1,Day,1
145239.42,NetBanking,Finance & Investments,0,0,Day,0
147441.44,Debit Card,Entertainment,1,1,Day,1
194982.3,Debit Card,Shopping,0,0,Day,0
193144.36,NetBanking,Electronics,1,1,Day,1
154379.39,Debit Card,Finance & Investments,1,1,Night,1
116147.41,Debit Card,Travel & Transport,0,0,Night,0
31024.57,UPI,Electronics,0,0,Night,0
88450.74,Debit Card,Shopping,0,1,Day,0
188175.75,NetBanking,Healthcare,0,1,Night,1
128210.56,Credit Card,Electronics,1,1,Night,1
173967.95,Debit Card,Electronics,0,1,Night,1
163564.53,Debit Card,Subscriptions,1,1,Night,1
60020.15,Debit Card,Healthcare,1,0,Night,1
166867.13,UPI,Education,0,0,Day,0
156405.43,Debit Card,Gaming,1,1,Day,1
64433.2,Credit Card,Education,1,1,Day,1
25075.7,Debit Card,Education,1,1,Night,1
170430.11,UPI,Healthcare,0,1,Day,0
38333.42,Credit Card,Education,0,1,Day,0
43160.61,UPI,Luxury Goods,1,1,Night,1
131019.64,NetBanking,Luxury Goods,1,1,Day,1
23176.41,NetBanking,Utilities & Bills,1,0,Night,0
140106.14,NetBanking,Entertainment,0,1,Night,1
119788.18,Credit Card,Luxury Goods,1,0,Day,1
15164.89,Debit Card,Grocery,1,1,Day,0
186229.22,NetBanking,Shopping,0,1,Night,1
130419.76,Credit Card,Healthcare,1,1,Night,1
76657.91,NetBanking,Fuel,0,1,Day,0
118068.02,Debit Card,Shopping,1,1,Night,1
111630.73,NetBanking,Shopping,1,0,Day,0
10596.01,Credit Card,Food & Dining,0,0,Day,0
144001.52,NetBanking,Education,1,0,Night,1
133647.51,Credit Card,Fuel,0,0,Day,0
125511.65,UPI,Healthcare,1,1,Night,1
175157.19,NetBanking,Electronics,0,1,Day,1
121900.7,NetBanking,Electronics,1,0,Night,1
60412.85,NetBanking,Entertainment,1,1,Day,1
83314.1,Debit Card,Utilities & Bills,0,0,Night,0
38723.45,Debit Card,Electronics,0,1,Night,1
57544.27,NetBanking,Food & Dining,1,1,Night,1
151545.53,NetBanking,Travel & Transport,1,1,Night,1
85406.98,Credit Card,Education,0,0,Day,0
96417.35,UPI,Finance & Investments,1,1,Day,1
178482.08,Debit Card,Luxury Goods,1,0,Night,1
32274.24,UPI,Subscriptions,1,1,Day,0
98084.91,NetBanking,Education,1,0,Day,0
53571.72,Debit Card,Grocery,1,0,Night,1
159112.44,UPI,Subscriptions,1,0,Day,0
93848.18,Debit Card,Education,1,1,Night,1
32236.67,Credit Card,Healthcare,0,0,Day,0
90036.1,Debit Card,Subscriptions,1,1,Night,1
66870.81,Debit Card,Grocery,0,0,Night,0
116114.37,Credit Card,Grocery,0,0,Night,0
44665.11,Debit Card,Subscriptions,0,1,Night,0
158614.75,Debit Card,Fuel,0,1,Night,1
76020.27,NetBanking,Grocery,0,0,Night,0
42774.64,UPI,Luxury Goods,0,1,Day,0
33036.32,Credit Card,Entertainment,1,0,Day,0
36794.01,Debit Card,Utilities & Bills,0,0,Day,0
159081.63,Debit Card,Finance & Investments,0,1,Night,1
87759.16,NetBanking,Subscriptions,1,1,Day,1
104456.85,NetBanking,Utilities & Bills,1,1,Day,1
21577.37,NetBanking,Healthcare,1,0,Day,0
163098.6,Credit Card,Fuel,1,1,Day,1
75165.59,NetBanking,Finance & Investments,1,0,Night,1
86073.01,NetBanking,Gaming,1,1,Day,1
10342.64,Debit Card,Subscriptions,0,1,Day,0
81895.64,NetBanking,Subscriptions,0,1,Night,1
5407.84,NetBanking,Shopping,0,1,Day,0
101850.63,Credit Card,Electronics,1,0,Day,1
29317.64,UPI,Shopping,0,1,Night,0
14690.21,Credit Card,Travel & Transport,0,1,Night,0
31118.36,Credit Card,Education,1,0,Day,0
27103.37,NetBanking,Entertainment,1,0,Night,0
180207.76,Debit Card,Travel & Transport,1,0,Night,1
99615.83,UPI,Entertainment,0,1,Night,1
110724.07,Credit Card,Utilities & Bills,0,1,Day,0
162240.62,UPI,Luxury Goods,0,1,Day,1
6235.93,Credit Card,Entertainment,0,0,Night,0
174535.58,Credit Card,Finance & Investments,0,0,Night,0
37262.27,NetBanking,Travel & Transport,1,0,Night,0
153671.47,Debit Card,Electronics,1,1,Day,1
105961.74,Debit Card,Education,0,1,Night,1
79952.06,UPI,Shopping,0,1,Day,0
46819.95,NetBanking,Fuel,1,0,Day,0
67720.97,Debit Card,Electronics,1,1,Night,1
42527.97,Debit Card,Food & Dining,1,1,Day,0
156536.5,Credit Card,Education,0,1,Day,0
17776.56,UPI,Education,1,0,Night,0
177475.13,Credit Card,Education,1,0,Night,1
191916.44,Debit Card,Food & Dining,1,1,Day,1
114596.7,NetBanking,Healthcare,0,1,Night,1
147432.86,NetBanking,Entertainment,1,0,Night,1
89820.43,Debit Card,Travel & Transport,0,0,Night,0
67513.13,NetBanking,Luxury Goods,0,0,Day,0
126723.02,Debit Card,Fuel,1,1,Night,1
36004.87,Credit Card,Grocery,1,1,Night,1
129299.78,Credit Card,Grocery,0,0,Day,0
71767.13,NetBanking,Finance & Investments,1,0,Night,1
148383.5,NetBanking,Subscriptions,1,0,Night,1
61980.71,Debit Card,Healthcare,0,0,Night,0
11508.45,NetBanking,Grocery,1,0,Day,0
330.61,UPI,Travel & Transport,1,1,Night,1
36564.22,Credit Card,Entertainment,0,0,Day,0
140248.75,Debit Card,Luxury Goods,1,1,Day,1
32249.66,UPI,Food & Dining,0,0,Night,0
179485.55,Debit Card,Entertainment,1,0,Night,1
72147.59,NetBanking,Grocery,0,1,Night,1
190239.96,Debit Card,Utilities & Bills,0,1,Day,0
125904.59,UPI,Gaming,1,0,Day,1
119498.81,Credit Card,Grocery,1,1,Night,1
71068.37,Credit Card,Healthcare,0,1,Day,0
198629.62,Credit Card,Entertainment,1,0,Night,1
192809.69,Credit Card,Gaming,0,0,Night,1
185725.22,Debit Card,Utilities & Bills,1,0,Day,0
66931.41,NetBanking,Healthcare,0,0,Day,0
88506.71,Debit Card,Shopping,0,1,Day,0
44569.3,Debit Card,Education,0,0,Day,0
1736.15,Debit Card,Gaming,0,0,Night,0
93198.73,Debit Card,Education,0,0,Night,0
88548.48,Debit Card,Gaming,0,1,Night,1
196658.36,Credit Card,Electronics,0,0,Day,0
114634.54,Credit Card,Travel & Transport,0,1,Day,0
79074.66,Credit Card,Shopping,0,1,Night,1
79541.95,Credit Card,Grocery,1,0,Day,0
3835.34,UPI,Healthcare,1,0,Night,0
143034.96,Credit Card,Food & Dining,0,1,Night,1
107210.66,UPI,Entertainment,1,1,Day,1
121998.86,Credit Card,Finance & Investments,0,1,Night,1
43078.69,UPI,Healthcare,0,1,Night,0
158508.02,NetBanking,Healthcare,0,1,Night,1
